method,base_method,knowledge_mode,near_threshold_margin_degc,temporal_minimum_near_windows,spatial_maximum_margin_degc,target_days,observed_hot_days,observed_hot_day_hits,observed_hot_day_recall,observed_nonhot_days,observed_nonhot_day_correct_negatives,observed_nonhot_day_specificity,balanced_accuracy,event_cases,event_case_detections,event_case_detection_fraction,control_cases,control_case_correct_rejections,control_case_rejection_fraction,knowledge_upgrade_count,complexity_rank,passes_all_gates,minimum_operational_skill
joint_heat_maximum_pooled_loco_kg_spatial_hotspot_margin0p75_windows3_maxmargin1p0,maximum_pooled_loco,spatial_hotspot,0.75,3.0,1.0,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,4,0.4444444444444444,7,6,0.8571428571428571,8,1,False,0.4444444444444444
joint_heat_blend075_pooled_loco_kg_temporal_and_spatial_margin1p5_windows3_maxmargin1p0,blend075_pooled_loco,temporal_and_spatial,1.5,3.0,1.0,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,4,0.4444444444444444,7,6,0.8571428571428571,8,2,False,0.4444444444444444
joint_heat_maximum_pooled_loco_kg_temporal_or_spatial_margin0p75_windows2_maxmargin1p0,maximum_pooled_loco,temporal_or_spatial,0.75,2.0,1.0,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,4,0.4444444444444444,7,6,0.8571428571428571,8,3,False,0.4444444444444444
joint_heat_maximum_pooled_loco_kg_temporal_or_spatial_margin0p75_windows3_maxmargin1p0,maximum_pooled_loco,temporal_or_spatial,0.75,3.0,1.0,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,4,0.4444444444444444,7,6,0.8571428571428571,8,3,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin0p75_windows2_maxmargin1p0,lead_median_loco,spatial_hotspot,0.75,2.0,1.0,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,4,0.4444444444444444,7,5,0.7142857142857143,4,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin0p75_windows3_maxmargin1p0,lead_median_loco,spatial_hotspot,0.75,3.0,1.0,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,4,0.4444444444444444,7,5,0.7142857142857143,4,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_temporal_or_spatial_margin0p75_windows3_maxmargin1p0,lead_median_loco,temporal_or_spatial,0.75,3.0,1.0,37,14,8,0.5714285714285714,23,16,0.6956521739130435,0.6335403726708074,9,4,0.4444444444444444,7,5,0.7142857142857143,4,3,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda1_kg_spatial_hotspot_margin1p5_windows2_maxmargin1p0,ridge_state_loco_lambda1,spatial_hotspot,1.5,2.0,1.0,37,14,9,0.6428571428571429,23,14,0.6086956521739131,0.6257763975155279,9,4,0.4444444444444444,7,5,0.7142857142857143,12,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda1_kg_spatial_hotspot_margin1p5_windows3_maxmargin1p0,ridge_state_loco_lambda1,spatial_hotspot,1.5,3.0,1.0,37,14,9,0.6428571428571429,23,14,0.6086956521739131,0.6257763975155279,9,4,0.4444444444444444,7,5,0.7142857142857143,12,1,False,0.4444444444444444
joint_heat_ridge_state_loco_lambda1_kg_temporal_or_spatial_margin1p5_windows3_maxmargin1p0,ridge_state_loco_lambda1,temporal_or_spatial,1.5,3.0,1.0,37,14,9,0.6428571428571429,23,14,0.6086956521739131,0.6257763975155279,9,4,0.4444444444444444,7,5,0.7142857142857143,12,3,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin1p0_windows2_maxmargin0p5,lead_median_loco,spatial_hotspot,1.0,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin1p0_windows3_maxmargin0p5,lead_median_loco,spatial_hotspot,1.0,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin1p25_windows2_maxmargin0p5,lead_median_loco,spatial_hotspot,1.25,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin1p25_windows3_maxmargin0p5,lead_median_loco,spatial_hotspot,1.25,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin1p5_windows2_maxmargin0p5,lead_median_loco,spatial_hotspot,1.5,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin1p5_windows3_maxmargin0p5,lead_median_loco,spatial_hotspot,1.5,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin2p0_windows2_maxmargin0p5,lead_median_loco,spatial_hotspot,2.0,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin2p0_windows3_maxmargin0p5,lead_median_loco,spatial_hotspot,2.0,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin2p5_windows2_maxmargin0p0,lead_median_loco,spatial_hotspot,2.5,2.0,0.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_spatial_hotspot_margin2p5_windows3_maxmargin0p0,lead_median_loco,spatial_hotspot,2.5,3.0,0.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin0p75_windows2_maxmargin1p0,region_lead_shrinkage_loco,spatial_hotspot,0.75,2.0,1.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin0p75_windows3_maxmargin1p0,region_lead_shrinkage_loco,spatial_hotspot,0.75,3.0,1.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin1p0_windows2_maxmargin0p5,region_lead_shrinkage_loco,spatial_hotspot,1.0,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin1p0_windows3_maxmargin0p5,region_lead_shrinkage_loco,spatial_hotspot,1.0,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin1p25_windows2_maxmargin0p5,region_lead_shrinkage_loco,spatial_hotspot,1.25,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin1p25_windows3_maxmargin0p5,region_lead_shrinkage_loco,spatial_hotspot,1.25,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin1p5_windows2_maxmargin0p5,region_lead_shrinkage_loco,spatial_hotspot,1.5,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin1p5_windows3_maxmargin0p5,region_lead_shrinkage_loco,spatial_hotspot,1.5,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin2p0_windows2_maxmargin0p5,region_lead_shrinkage_loco,spatial_hotspot,2.0,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin2p0_windows3_maxmargin0p5,region_lead_shrinkage_loco,spatial_hotspot,2.0,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin2p5_windows2_maxmargin0p0,region_lead_shrinkage_loco,spatial_hotspot,2.5,2.0,0.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_spatial_hotspot_margin2p5_windows3_maxmargin0p0,region_lead_shrinkage_loco,spatial_hotspot,2.5,3.0,0.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_spatial_hotspot_margin1p25_windows2_maxmargin0p5,region_median_loco,spatial_hotspot,1.25,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_spatial_hotspot_margin1p25_windows3_maxmargin0p5,region_median_loco,spatial_hotspot,1.25,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_spatial_hotspot_margin1p5_windows2_maxmargin0p5,region_median_loco,spatial_hotspot,1.5,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_spatial_hotspot_margin1p5_windows3_maxmargin0p5,region_median_loco,spatial_hotspot,1.5,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_near_threshold_margin0p75_windows3_maxmargin0p0,region_median_loco,temporal_near_threshold,0.75,3.0,0.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_near_threshold_margin0p75_windows3_maxmargin0p5,region_median_loco,temporal_near_threshold,0.75,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_near_threshold_margin0p75_windows3_maxmargin1p0,region_median_loco,temporal_near_threshold,0.75,3.0,1.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_near_threshold_margin1p0_windows3_maxmargin0p0,region_median_loco,temporal_near_threshold,1.0,3.0,0.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_near_threshold_margin1p0_windows3_maxmargin0p5,region_median_loco,temporal_near_threshold,1.0,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_near_threshold_margin1p0_windows3_maxmargin1p0,region_median_loco,temporal_near_threshold,1.0,3.0,1.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,1,False,0.4444444444444444
joint_heat_lead_median_loco_kg_temporal_and_spatial_margin1p25_windows2_maxmargin0p5,lead_median_loco,temporal_and_spatial,1.25,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_lead_median_loco_kg_temporal_and_spatial_margin1p5_windows2_maxmargin0p5,lead_median_loco,temporal_and_spatial,1.5,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_lead_median_loco_kg_temporal_and_spatial_margin2p0_windows2_maxmargin0p5,lead_median_loco,temporal_and_spatial,2.0,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_lead_median_loco_kg_temporal_and_spatial_margin2p5_windows2_maxmargin0p0,lead_median_loco,temporal_and_spatial,2.5,2.0,0.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_temporal_and_spatial_margin0p75_windows2_maxmargin1p0,region_lead_shrinkage_loco,temporal_and_spatial,0.75,2.0,1.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_temporal_and_spatial_margin1p25_windows2_maxmargin0p5,region_lead_shrinkage_loco,temporal_and_spatial,1.25,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_temporal_and_spatial_margin1p5_windows2_maxmargin0p5,region_lead_shrinkage_loco,temporal_and_spatial,1.5,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_temporal_and_spatial_margin2p0_windows2_maxmargin0p5,region_lead_shrinkage_loco,temporal_and_spatial,2.0,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_temporal_and_spatial_margin2p5_windows2_maxmargin0p0,region_lead_shrinkage_loco,temporal_and_spatial,2.5,2.0,0.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_and_spatial_margin0p75_windows3_maxmargin1p0,region_median_loco,temporal_and_spatial,0.75,3.0,1.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_and_spatial_margin1p0_windows3_maxmargin1p0,region_median_loco,temporal_and_spatial,1.0,3.0,1.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_and_spatial_margin2p0_windows2_maxmargin0p5,region_median_loco,temporal_and_spatial,2.0,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_and_spatial_margin2p5_windows2_maxmargin0p5,region_median_loco,temporal_and_spatial,2.5,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_and_spatial_margin2p5_windows3_maxmargin0p5,region_median_loco,temporal_and_spatial,2.5,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,2,False,0.4444444444444444
joint_heat_lead_median_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p0,lead_median_loco,temporal_or_spatial,1.0,3.0,0.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,3,False,0.4444444444444444
joint_heat_lead_median_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p5,lead_median_loco,temporal_or_spatial,1.0,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,3,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_temporal_or_spatial_margin0p75_windows3_maxmargin1p0,region_lead_shrinkage_loco,temporal_or_spatial,0.75,3.0,1.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,3,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p0,region_lead_shrinkage_loco,temporal_or_spatial,1.0,3.0,0.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,3,False,0.4444444444444444
joint_heat_region_lead_shrinkage_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p5,region_lead_shrinkage_loco,temporal_or_spatial,1.0,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,3,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_or_spatial_margin0p75_windows3_maxmargin0p0,region_median_loco,temporal_or_spatial,0.75,3.0,0.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,3,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_or_spatial_margin0p75_windows3_maxmargin0p5,region_median_loco,temporal_or_spatial,0.75,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,3,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p0,region_median_loco,temporal_or_spatial,1.0,3.0,0.0,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,3,False,0.4444444444444444
joint_heat_region_median_loco_kg_temporal_or_spatial_margin1p0_windows3_maxmargin0p5,region_median_loco,temporal_or_spatial,1.0,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,2,3,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_spatial_hotspot_margin1p25_windows2_maxmargin0p5,blend025_pooled_loco,spatial_hotspot,1.25,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,3,1,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_spatial_hotspot_margin1p25_windows3_maxmargin0p5,blend025_pooled_loco,spatial_hotspot,1.25,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,3,1,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_spatial_hotspot_margin1p5_windows2_maxmargin0p5,blend025_pooled_loco,spatial_hotspot,1.5,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,3,1,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_spatial_hotspot_margin1p5_windows3_maxmargin0p5,blend025_pooled_loco,spatial_hotspot,1.5,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,3,1,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_spatial_hotspot_margin2p0_windows2_maxmargin0p5,blend025_pooled_loco,spatial_hotspot,2.0,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,3,1,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_spatial_hotspot_margin2p0_windows3_maxmargin0p5,blend025_pooled_loco,spatial_hotspot,2.0,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,3,1,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_spatial_hotspot_margin2p5_windows2_maxmargin0p5,blend025_pooled_loco,spatial_hotspot,2.5,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,3,1,False,0.4444444444444444
joint_heat_blend025_pooled_loco_kg_spatial_hotspot_margin2p5_windows3_maxmargin0p5,blend025_pooled_loco,spatial_hotspot,2.5,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,3,1,False,0.4444444444444444
joint_heat_pooled_median_loco_kg_spatial_hotspot_margin2p0_windows2_maxmargin0p5,pooled_median_loco,spatial_hotspot,2.0,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,3,1,False,0.4444444444444444
joint_heat_pooled_median_loco_kg_spatial_hotspot_margin2p0_windows3_maxmargin0p5,pooled_median_loco,spatial_hotspot,2.0,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,3,1,False,0.4444444444444444
joint_heat_pooled_median_loco_kg_spatial_hotspot_margin2p5_windows2_maxmargin0p5,pooled_median_loco,spatial_hotspot,2.5,2.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,3,1,False,0.4444444444444444
joint_heat_pooled_median_loco_kg_spatial_hotspot_margin2p5_windows3_maxmargin0p5,pooled_median_loco,spatial_hotspot,2.5,3.0,0.5,37,14,7,0.5,23,17,0.7391304347826086,0.6195652173913043,9,4,0.4444444444444444,7,6,0.8571428571428571,3,1,False,0.4444444444444444
